X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
-85.7263005801132,38.2253637889879,149,MPW006997,SIG006997,CASTLEVALE,EASTERN,S,US-60,5.759,CASTLEVALE @ EASTERN,24 HOURS,KYTC,1, 1380610041835,
-85.6961238827975,38.223517787216,150,MPW008122,SIG008122,BOULEVARD NAPOLEON,DOUGLASS,M,,,BOULEVARD NAPOLEON @ DOUGLASS,24 HOURS,METRO,1, 1390106171665,
-85.7959927963789,38.2146876145851,151,MPW003362,SIG003362,DIXIE,MILLERS,S, US-31W,17.04,DIXIE @ MILLERS,24 HOURS,KYTC,1, 1418116124388,
-85.7170450933268,38.2101927391726,152,MPW007252,SIG007252,NIGHTINGALE,POPLAR LEVEL,S,KY-864,12.471,NIGHTINGALE @ POPLAR LEVEL,24 HOURS,KYTC,1, 1444245635123,
-85.8022501892702,38.2007887682918,153,MPW003032,SIG003032,DIXIE,FARNSLEY,S, US-31W,16.02,DIXIE @ FARNSLEY,24 HOURS,KYTC,1, 1479416122147,
-85.7096390601335,38.2014042767493,154,MPW007535,SIG007535,MERCER,POPLAR LEVEL,S,KY-864,11.747,MERCER @ POPLAR LEVEL,24 HOURS,KYTC,1, 1481843365123,
-85.7907829770621,38.1965453588228,155,MPW003677,SIG003677,BERRY,POWELL,S,US-60,1.034,BERRY @ POWELL,24 HOURS,KYTC,1, 1495505055136,
-85.8137132983717,38.1944866025782,156,MPW002515,SIG002515,CRUMS,JANELL,S,KY-2049,1.35,CRUMS @ JANELL,24 HOURS,KYTC,1, 1502513583311,
-85.5811482677354,38.246743980344,157,MPW014458,SIG014458,WHITTINGTON,SHELBYVILLE,S,US-60,7.63,WHITTINGTON @ SHELBYVILLE,24 HOURS,KYTC,1,28011E9395940,
-85.8088050788773,38.245840663045,158,MPW002796,SIG002796,LOUIS COLEMAN JR,GARLAND,M,,,LOUIS COLEMAN JR @ GARLAND,24 HOURS,METRO,1,28210E9852482,
-85.8076930361264,38.2567082396965,159,MPW002845,SIG002845,LOUIS COLEMAN JR,MUHAMMAD ALI,M,,,LOUIS COLEMAN JR @ MUHAMMAD ALI,24 HOURS,METRO,1,28218E9857012,
-85.806876239683,38.2609310719971,160,MPW002882,SIG002882,LOUIS COLEMAN JR,MARKET,M,,,LOUIS COLEMAN JR @ MARKET,24 HOURS,METRO,1,28222E9854214,
-85.5425208228744,38.2307614779871,161,MPW016240,SIG016240,MARTIN HOUSE,WATTERSON,S,KY-913,3.26,MARTIN HOUSE @ WATTERSON,24 HOURS,KYTC,1,28607E0487355,
-85.476642612597,38.1908225869825,162,MPW017546,SIG017546,TAYLORSVILLE LAKE,TAYLORSVILLE,S,KY-155,4.26,TAYLORSVILLE LAKE @ TAYLORSVILLE,24 HOURS,KYTC,1,2895999586394,
-85.5158835105639,38.2898711401733,163,MPW016988,SIG016988,CHAMBERLAIN,COLLINS,M,,,CHAMBERLAIN @ COLLINS,24 HOURS,METRO,1,   28110531224,
-85.5096184783951,38.2425667823395,164,MPW017059,SIG017059,SHELBYVILLE,URTON,S,US-60,11.68,SHELBYVILLE @ URTON,24 HOURS,KYTC,1,   32359406711,
-85.5062498273154,38.268013378229,165,MPW017104,SIG017104,OLD HENRY,I 265 RAMP,S,KY-3084,0.838,OLD HENRY @ I 265 RAMP,24 HOURS,KYTC,1,   76447569996,
-85.6120159352079,38.3545831585532,166,MPW012788,SIG012788,COVERED BRIDGE,U S HIGHWAY 42,S,US-42,11.22,COVERED BRIDGE @ U S HIGHWAY 42,24 HOURS,KYTC,1,  139713056712,
-85.5537638651956,38.2212561760905,167,MPW015878,SIG015878,BLUEGRASS,WATTERSON,S,KY-1819,11.77,BLUEGRASS @ WATTERSON,24 HOURS,KYTC,1,  144105747355,
-85.5404220928277,38.2265888776422,168,MPW016309,SIG016309,OLD BLANKENBAKER,BLANKENBAKER,S,KY-913,2.95,OLD BLANKENBAKER @ BLANKENBAKER,24 HOURS,KYTC,1,1457F4227624,
-85.5723217178215,38.2876095798876,169,MPW015010,SIG015010,WESTPORT,HURSTBOURNE,S,KY-1447,5.25,WESTPORT @ HURSTBOURNE,24 HOURS,KYTC,1,  181771329125,
-85.6542302829194,38.2514476897759,170,MPW010256,SIG010256,BRECKENRIDGE,WILLIS,S,KY-1932,5.4,BRECKENRIDGE @ WILLIS,24 HOURS,KYTC,1,  259306567199,
-85.6519727121805,38.248678023155,171,MPW010393,SIG010393,BRECKENRIDGE,GRANDVIEW,S,KY-1932,5.18,BRECKENRIDGE @ GRANDVIEW,24 HOURS,KYTC,1,  268106562607,
-85.5770737936694,38.22239328524,172,MPW014657,SIG014657,BLUEGRASS,PLANTSIDE,JT,,,BLUEGRASS @ PLANTSIDE,24 HOURS,JEFFERSONTOWN,1,  315105745094,
-85.6068427312726,38.2189820954427,173,MPW012933,SIG012933,LOWE,TAYLORSVILLE,S,KY-155,12.3,LOWE @ TAYLORSVILLE,24 HOURS,KYTC,1,  322039676394,
-85.5379520502449,38.2048413782146,174,MPW016375,SIG016375,ELECTRON,BLANKENBAKER,S,KY-913,1.44,ELECTRON @ BLANKENBAKER,24 HOURS,KYTC,1,  372436657624,
-85.6152108103098,38.2007122383117,175,MPW012401,SIG012401,SUMMERFIELD,MANNER DALE,M,,,SUMMERFIELD @ MANNER DALE,24 HOURS,METRO,1,  382524234154,
-85.5778741505951,38.2700423212163,176,MPW014659,SIG014659,ASHMOOR,LA GRANGE,S,KY-146,3.23,ASHMOOR @ LA GRANGE,24 HOURS,KYTC,1,  445201983707,
-85.5755914212587,38.2650973826974,177,MPW014793,SIG014793,CORPORATE CAMPUS,ORMSBY STATION,M,,,CORPORATE CAMPUS @ ORMSBY STATION,24 HOURS,METRO,1,  446870178974,
-85.5797899436685,38.2053409670842,178,MPW014483,SIG014483,PATTI,TAYLORSVILLE,S,KY-155,10.46,PATTI @ TAYLORSVILLE,24 HOURS,KYTC,1,  499349886394,
-85.5707101527995,38.198674255862,179,MPW015009,SIG015009,COLLEGE,OLD SIX MILE,S,KY-155,9.77,COLLEGE @ OLD SIX MILE,24 HOURS,KYTC,1,  503812204764,
-85.6368512637897,38.279419717663,180,MPW011291,SIG011291,BROWNSBORO,I 264 RAMP,S,US-42,5.73,BROWNSBORO @ I 264 RAMP,24 HOURS,KYTC,1,  528207249995,
-85.6066742934079,38.2488326543411,181,MPW012961,SIG012961,CHRISTIAN,SHELBYVILLE,S,US-60,6.23,CHRISTIAN @ SHELBYVILLE,24 HOURS,KYTC,1,  594217895940,
-85.658317663148,38.222173648373,182,MPW010008,SIG010008,DUTCHMANS,TAYLORSVILLE,S,KY-155,15.1,DUTCHMANS @ TAYLORSVILLE,24 HOURS,KYTC,1,  617417176394,
-85.5646705658407,38.2454813634358,183,MPW015414,SIG015414,SHELBYVILLE,DORSEY,S,US-60,8.53,SHELBYVILLE @ DORSEY,24 HOURS,KYTC,1,  67215940E256,
-85.5470291650166,38.2979229347141,184,MPW016137,SIG016137,WESTPORT,I 265 RAMP,S,KY-1447,6.75,WESTPORT @ I 265 RAMP,24 HOURS,KYTC,1,  698571329996,
-85.5592224073407,38.2937536496279,185,MPW015720,SIG015720,FREYS HILL,SPRINGHURST,S,KY-1447,6.03,FREYS HILL @ SPRINGHURST,24 HOURS,KYTC,1,  724823409123,
-85.6428262645826,38.2374889174241,186,MPW010907,SIG010907,BRECKENRIDGE,KRESGE,S,KY-1932,4.25,BRECKENRIDGE @ KRESGE,24 HOURS,KYTC,1,  781906564084,
-85.5077828320741,38.1891075006213,187,MPW017073,SIG017073,TAYLORSVILLE,I 265 RAMP,S,KY-155,6.06,TAYLORSVILLE @ I 265 RAMP,24 HOURS,KYTC,1,  798163949996,
-85.6598293685741,38.1504310065315,188,MPW009863,SIG009863,MILE OF SUNSHINE,SHEPHERDSVILLE,S,KY-2052,0.81,MILE OF SUNSHINE @ SHEPHERDSVILLE,24 HOURS,KYTC,1,  927443775945,
-85.5989479719233,38.1649074775022,189,MPW013351,SIG013351,BARDSTOWN,HUDSON,S,US-31E,6.8,BARDSTOWN @ HUDSON,24 HOURS,KYTC,1, 1060703843011,
-85.5959821271481,38.1629588920532,190,MPW013532,SIG013532,BARDSTOWN,FAIRGROUND,S,US-31E,6.59,BARDSTOWN @ FAIRGROUND,24 HOURS,KYTC,1, 1073103842114,
-85.5480394967717,38.1961684066657,191,MPW016050,SIG016050,BLANKENBAKER,BLANKENBAKER ACCESS,S,KY 913,0,BLANKENBAKER @ BLANKENBAKER ACCESS,24 HOURS,KYTC,1, 1077276247847,
-85.570602739448,38.190943254149,192,MPW015007,SIG015007,WATTERSON,RUCKRIEGEL,M,,,WATTERSON @ RUCKRIEGEL,24 HOURS,METRO,1, 1089073558881,
-85.6589458230137,38.1347408571083,193,MPW009896,SIG009896,APPLEGATE,SHEPHERDSVILLE,M,,,APPLEGATE @ SHEPHERDSVILLE,24 HOURS,METRO,1, 1162501355945,
-85.5773951785203,38.1304431617796,194,MPW014535,SIG014535,BARDSTOWN,COLONEL HANCOCK,S,US-31E,4.09,BARDSTOWN @ COLONEL HANCOCK,24 HOURS,KYTC,1, 1210503849413,
-85.6939784159541,38.2707645646582,195,MPW008293,SIG008293,RIVERWOOD,ZORN,M,,,RIVERWOOD @ ZORN,24 HOURS,METRO,1, 1220355397553,
-85.7932593330034,38.2634056956947,196,MPW003609,SIG003609,DUNCAN,26TH,M,,,DUNCAN @ 26TH,24 HOURS,METRO,1, 1239817026583,
-85.7796996062092,38.2591913896914,197,MPW004449,SIG004449,18TH,MAIN,S,US 31W,20.662,18TH @ MAIN,24 HOURS,KYTC,1, 1261918824139,
-85.7865663607051,38.2585418534895,198,MPW004005,SIG004005,MARKET,22ND,S,US 31W,20.2009,MARKET @ 22ND,24 HOURS,KYTC,1, 1264342146580,
-85.7046429231613,38.2588211760479,199,MPW007745,SIG007745,BROWNSBORO,CLIFTON,S,US-42,1.685,BROWNSBORO @ CLIFTON,24 HOURS,KYTC,1, 1272807241184,
-85.7752196669579,38.2558446342667,200,MPW004744,SIG004744,15TH,JEFFERSON,M,,,15TH @ JEFFERSON,24 HOURS,METRO,1, 1276222043327,
-85.7860148871275,38.2520657459928,201,MPW004025,SIG004025,CHESTNUT,DR W J HODGE,S,US-31W,19.846,CHESTNUT @ DR W J HODGE,24 HOURS,KYTC,1, 1287311146574,
-85.7810569507147,38.2514996892623,202,MPW004355,SIG004355,CHESTNUT,18TH,M,,,CHESTNUT @ 18TH,24 HOURS,METRO,1, 1289611141883,
-85.7999401015046,38.2496230358187,203,MPW003187,SIG003187,BROADWAY,29TH,M,,,BROADWAY @ 29TH,24 HOURS,METRO,1, 1297607026578,
-85.7206978960002,38.250596307309,204,MPW007160,SIG007160,LEXINGTON,PAYNE,M,,,LEXINGTON @ PAYNE,24 HOURS,METRO,1, 1297938384996,
-85.7982821634455,38.2495737892946,205,MPW003290,SIG003290,BROADWAY,28TH,M,,,BROADWAY @ 28TH,24 HOURS,METRO,1, 1298007026570,
-85.788559898163,38.2472140493591,206,MPW003876,SIG003876,MAPLE,22ND,S,US-31W,19.42,MAPLE @ 22ND,24 HOURS,KYTC,1, 1304941726580,
-85.763685088452,38.244718237182,207,MPW005461,SIG005461,7TH,YORK,M,,,7TH @ YORK,24 HOURS,METRO,1, 1311958997433,
-85.7891084150447,38.2440922390248,208,MPW003841,SIG003841,GARLAND,22ND,S,US-31W,19.2,GARLAND @ 22ND,24 HOURS,KYTC,1, 1312724826580,
-85.7672077895943,38.2442912912721,209,MPW005214,SIG005214,CAWTHON,9TH,M,,,CAWTHON @ 9TH,24 HOURS,METRO,1, 1313731264569,
-85.7558081176835,38.2415402128222,210,MPW005814,SIG005814,BRECKINRIDGE,2ND,S,KY-1020,11.8,BRECKINRIDGE @ 2ND,24 HOURS,KYTC,1, 1323206585872,
-85.7541459670913,38.2413606340491,211,MPW005862,SIG005862,W BRECKINRIDGE ST,S 1ST ST,M,,,W BRECKINRIDGE ST @ S 1ST ST,24 HOURS,METRO,1, 1324006570658,
-85.7546670058394,38.2383981345529,212,MPW005845,SIG005845,1ST,KENTUCKY,M,,,1ST @ KENTUCKY,24 HOURS,METRO,1, 1331722233531,
-85.7902727624413,38.2374580835039,213,MPW003774,SIG003774,OAK,22ND,S,US-31W,18.747,OAK @ 22ND,24 HOURS,KYTC,1, 1332947196580,
-85.759906353184,38.2374168180391,214,MPW005638,SIG005638,4TH,ST CATHERINE,M,,,4TH @ ST CATHERINE,24 HOURS,METRO,1, 1334723055786,
-85.7582469261615,38.2372386366173,215,MPW005707,SIG005707,ST CATHERINE,3RD,S,KY-1020,11.49,ST CATHERINE @ 3RD,24 HOURS,KYTC,1, 1335857866438,
-85.7532790769041,38.2367008991549,216,MPW005889,SIG005889,BROOK,ST CATHERINE,M,,,BROOK @ ST CATHERINE,24 HOURS,METRO,1, 1338307075785,
-85.7553410430205,38.2345664902377,217,MPW005822,SIG005822,1ST,OAK,M,,,1ST @ OAK,24 HOURS,METRO,1, 1345622234718,
-85.7318081589434,38.2343831185406,218,MPW006810,SIG006810,ST CATHERINE,SCHILLER,M,,,ST CATHERINE @ SCHILLER,24 HOURS,METRO,1, 1347657855851,
-85.7397991073777,38.2342108870728,219,MPW006499,SIG006499,LOGAN,MARY,S,KY-864,14.691,LOGAN @ MARY,24 HOURS,KYTC,1, 1347739214234,
-85.7597079233367,38.2289794143631,220,MPW005639,SIG005639,MAGNOLIA,3RD,S,KY-1020,10.912,MAGNOLIA @ 3RD,24 HOURS,KYTC,1, 1366341306438,
-85.7583702301701,38.2269527099403,221,MPW005696,SIG005696,BURNETT,2ND,S,KY-1020,10.784,BURNETT @ 2ND,24 HOURS,KYTC,1, 1372107755872,
-85.7550627175097,38.2265949381107,222,MPW005824,SIG005824,BROOK,BURNETT,M,,,BROOK @ BURNETT,24 HOURS,METRO,1, 1373607070774,
-85.7552891630371,38.2252996753205,223,MPW005817,SIG005817,BROOK,HILL,M,,,BROOK @ HILL,24 HOURS,METRO,1, 1378307072933,
-85.7623729733392,38.2233896762981,224,MPW005505,SIG005505,4TH,LEE,M,,,4TH @ LEE,24 HOURS,METRO,1, 1386723053797,
-85.7607169353563,38.2232126914367,225,MPW005581,SIG005581,LEE,3RD,S,KY-1020,10.508,LEE @ 3RD,24 HOURS,KYTC,1, 1388337976438,
-85.811707049227,38.22187829383,226,MPW002648,SIG002648,CANE RUN,COMMERCE CENTER,S,KY-1934,11.28,CANE RUN @ COMMERCE CENTER,24 HOURS,KYTC,1, 139130934D199,
-85.7630575165239,38.2194824846561,227,MPW005467,SIG005467,BRANDEIS,4TH,M,,,BRANDEIS @ 4TH,24 HOURS,METRO,1, 1403706482305,
-85.7551054968592,38.21462089217,228,MPW005815,SIG005815,FLOYD,UNIVERSITY,M,,,FLOYD @ UNIVERSITY,24 HOURS,METRO,1,142022254F271,
-85.7870844259237,38.2096258063524,229,MPW003916,SIG003916,ARCADE,7TH STREET,S,KY-1931,9.62,ARCADE @ 7TH STREET,24 HOURS,KYTC,1, 1442201485900,
-85.7151771486571,38.207663369189,230,MPW007305,SIG007305,FINCASTLE,POPLAR LEVEL,S,KY-864,12.268,FINCASTLE @ POPLAR LEVEL,24 HOURS,KYTC,1, 1456922135123,
-85.7363101651596,38.2049585950974,231,MPW006617,SIG006617,HESS,PRESTON,S,KY-61,9.332,HESS @ PRESTON,24 HOURS,KYTC,1, 1466129065144,
-85.5261894589444,38.2462773314475,232,MPW016732,SIG016732,JUNEAU,SHELBYVILLE,S,US-60,10.73,JUNEAU @ SHELBYVILLE,24 HOURS,KYTC,1,   16340775940,
-85.5242920059551,38.3042354170978,233,MPW016812,SIG016812,COLLINS,WESTPORT,S,KY-1447,8.03,COLLINS @ WESTPORT,24 HOURS,KYTC,1,   28012247132,
-85.6296228021137,38.2890905796177,234,MPW011633,SIG011633,LIME KILN,U S HIGHWAY 42,S,US-42,6.52,LIME KILN @ U S HIGHWAY 42,24 HOURS,KYTC,1,  179038606712,
-85.57761102274,38.2860389792358,235,MPW014693,SIG014693,GOOSE CREEK,WESTPORT,S,KY-1447,4.94,GOOSE CREEK @ WESTPORT,24 HOURS,KYTC,1,  181925897132,
-85.6222855383342,38.2663388067552,236,MPW012044,SIG012044,WASHBURN,WESTPORT,S,KY-1447,2.09,WASHBURN @ WESTPORT,24 HOURS,KYTC,1,  220070427132,
-85.6069556953987,38.2620455730655,237,MPW012963,SIG012963,LYNDON,LA GRANGE,S,KY-2050,0.27,LYNDON @ LA GRANGE,24 HOURS,KYTC,1,  228127743707,
-85.6399980059177,38.2516485389406,238,MPW011095,SIG011095,HUBBARDS,SHELBYVILLE,S,US-60,4.41,HUBBARDS @ SHELBYVILLE,24 HOURS,KYTC,1,  259030085940,
-85.6472732985666,38.2522455155441,239,MPW010665,SIG010665,BROWNS,SHELBYVILLE,S,US-60,4.04,BROWNS @ SHELBYVILLE,24 HOURS,KYTC,1,  260107235940,
-85.5396754611051,38.2453504411394,240,MPW016343,SIG016343,MAIN,MADISON,MT,,,MAIN @ MADISON,24 HOURS,MIDDLETOWN,1,  276941369985,
-85.6477253479261,38.243477618781,241,MPW010637,SIG010637,BRECKENRIDGE,WINCHESTER,S,KY-1932,4.74,BRECKENRIDGE @ WINCHESTER,24 HOURS,KYTC,1,  278406567222,
-85.6587985672862,38.2364495526858,242,MPW009997,SIG009997,CANNONS,I 64 RAMP,S,KY-2048,1.325,CANNONS @ I 64 RAMP,24 HOURS,KYTC,1,  291009369997,
-85.5723678160216,38.2165963829366,243,MPW014945,SIG014945,BUNSEN PKY,PLANTSIDE DR,JT,,,BUNSEN PKY @ PLANTSIDE DR,24 HOURS,JEFFERSONTOWN,1,  460407638870,
-85.6424638278376,38.246126133545,244,MPW010949,SIG010949,BROWNS,WINCHESTER,M,,,BROWNS @ WINCHESTER,24 HOURS,METRO,1,  464207237222,
-85.6340386898918,38.2391560262328,245,MPW011388,SIG011388,BROWNS,SHERBURN,M,,,BROWNS @ SHERBURN,24 HOURS,METRO,1,  466807235950,
-85.6305074649298,38.22015762339,246,MPW011533,SIG011533,BRECKENRIDGE,TAYLORSVILLE,S,KY-155,13.59,BRECKENRIDGE @ TAYLORSVILLE,24 HOURS,KYTC,1,  518806566394,
-85.62982080611,38.2360402406981,247,MPW011577,SIG011577,BROWNS,DUTCHMANS,M,,,BROWNS @ DUTCHMANS,24 HOURS,METRO,1,  531507231717,
-85.631669335613,38.2345524552806,248,MPW011495,SIG011495,DUTCHMANS,DUPONT,M,,,DUTCHMANS @ DUPONT,24 HOURS,METRO,1,  531717171749,
-85.6408173189699,38.2349292624281,249,MPW011024,SIG011024,BRECKENRIDGE,DUTCHMANS,S,KY-1932,4.05,BRECKENRIDGE @ DUTCHMANS,24 HOURS,KYTC,1,  531906561717,
-85.5395277393942,38.3176930935698,250,MPW016385,SIG016385,BALLARDSVILLE,MURPHY,S,KY-22,5.64,BALLARDSVILLE @ MURPHY,24 HOURS,KYTC,1,  540503644492,
-85.5910781679698,38.2155178497232,251,MPW013874,SIG013874,TAYLORSVILLE,HURSTBOURNE,S,KY-155,11.4,TAYLORSVILLE @ HURSTBOURNE,24 HOURS,KYTC,1,  561263949126,
-85.59564263902,38.212017104603,252,MPW013608,SIG013608,HURSTBOURNE,GREENE,S,KY-1747,10.68,HURSTBOURNE @ GREENE,24 HOURS,KYTC,1,  561991269352,
-85.5868137139562,38.2115745784884,253,MPW014109,SIG014109,SIX MILE,TAYLORSVILLE,S,KY-155,11.03,SIX MILE @ TAYLORSVILLE,24 HOURS,KYTC,1,  562560056394,
-85.6505811247168,38.2259755538957,254,MPW010439,SIG010439,CANNONS,DUTCHMANS,S,KY-2048,0.485,CANNONS @ DUTCHMANS,24 HOURS,KYTC,1,  617909361717,
-85.6544495609707,38.2217930195334,255,MPW010207,SIG010207,TAYLORSVILLE,I 264 RAMP,S,KY-155,14.88,TAYLORSVILLE @ I 264 RAMP,24 HOURS,KYTC,1,  618163949995,
-85.5592130052594,38.2450550360854,256,MPW015687,SIG015687,LA FONTENAY,MOSER,S,US-60,8.83,LA FONTENAY @ MOSER,24 HOURS,KYTC,1,  678831324472,
-85.5238397428083,38.1870580861515,257,MPW016774,SIG016774,TAYLORSVILLE,TUCKER STATION,S,KY 155,7.588,TAYLORSVILLE @ TUCKER STATION,24 HOURS,KYTC,1,  803463946551,
-85.4422613565056,38.1196233635129,258,MPW017689,SIG017689,DRY RIDGE,NAPIER,M,,,DRY RIDGE @ NAPIER,24 HOURS,METRO,1,  809116897475,
-85.5160247855651,38.1877609192479,259,MPW016958,SIG016958,STONE LAKES,TAYLORSVILLE,S,KY-155,6.45,STONE LAKES @ TAYLORSVILLE,24 HOURS,KYTC,1,  815914026394,
-85.5822138751519,38.1395204093959,260,MPW014304,SIG014304,BARDSTOWN,I 265 RAMP,S,US-31E,7.77,BARDSTOWN @ I 265 RAMP,24 HOURS,KYTC,1,  821803849996,
-85.6268561397661,38.1812120057949,261,MPW011671,SIG011671,BARDSTOWN,BRECKENRIDGE,S,US-31E,8.69,BARDSTOWN @ BRECKENRIDGE,24 HOURS,KYTC,1,2,
-85.6598575835744,38.1643998956178,262,MPW009882,SIG009882,RANGELAND,SHEPHERDSVILLE,S,KY-2052,1.78,RANGELAND @ SHEPHERDSVILLE,24 HOURS,KYTC,1,2,
-85.6258181265124,38.1898821403246,263,MPW011741,SIG011741,REDDING,MEADOW RIDGE,S,KY-1932,0.6,REDDING @ MEADOW RIDGE,24 HOURS,KYTC,1, 1082354379904,
-85.5872554780658,38.1499454991423,264,MPW014034,SIG014034,BARDSTOWN,BEULAH CHURCH,S,US-31E,5.5,BARDSTOWN @ BEULAH CHURCH,24 HOURS,KYTC,1, 1157103840518,
-85.6418979816959,38.1379584388873,265,MPW010847,SIG010847,OUTER LOOP,SMYRNA PKWY,S,KY-1065,8.52,OUTER LOOP @ SMYRNA PKWY,24 HOURS,KYTC,1, 1159546326026,
-85.6066884156386,38.1834980350759,266,MPW012917,SIG012917,WATTERSON,HURSTBOURNE,S,KY-1747,8.52,WATTERSON @ HURSTBOURNE,24 HOURS,KYTC,1, 1183973559126,
-85.6877139762741,38.2014784308818,267,MPW008552,SIG008552,NEWBURG,I 264 RAMP,S,KY-1703,2.2,NEWBURG @ I 264 RAMP,24 HOURS,KYTC,1, 1211845529995,
-85.6825356395875,38.2896610694078,268,MPW008812,SIG008812,INDIAN HILLS,RIVER,M,,,INDIAN HILLS @ RIVER,24 HOURS,METRO,1, 1214731548199,
-85.7774516805209,38.2620064963542,269,MPW004618,SIG004618,BANK,17TH,M,,,BANK @ 17TH,24 HOURS,METRO,1, 1249303705896,
-85.79357098592,38.2607379241834,270,MPW003581,SIG003581,MAIN,26TH,M,,,MAIN @ 26TH,24 HOURS,METRO,1, 1253941396583,
-85.7937372956105,38.259508433609,271,MPW003574,SIG003574,MARKET,26TH,M,,,MARKET @ 26TH,24 HOURS,METRO,1, 1259842146584,
-85.7849114927686,38.2583584914192,272,MPW004105,SIG004105,MARKET,DR W J HODGE,S,US 31W,20.401,MARKET @ DR W J HODGE,24 HOURS,KYTC,1, 1264942146574,
-85.7868141950062,38.2571475447126,273,MPW003992,SIG003992,JEFFERSON,22ND,S,US-31W,20.112,JEFFERSON @ 22ND,24 HOURS,KYTC,1, 1270433276580,
-85.7872922175691,38.2544316031197,274,MPW003968,SIG003968,22ND,MUHAMMAD ALI,S,US-31W,19.923,22ND @ MUHAMMAD ALI,24 HOURS,KYTC,1, 1280365807012,
-85.7773527114803,38.2533268208719,275,MPW004615,SIG004615,16TH,MUHAMMAD ALI,M,,,16TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1284560077012,
-85.8082040399934,38.2498845191412,276,MPW002814,SIG002814,BROADWAY,LOUIS COLEMAN JR,M,,,BROADWAY @ LOUIS COLEMAN JR,24 HOURS,METRO,1,129600702E985,
-85.8057456865795,38.2498235722718,277,MPW002933,SIG002933,BROADWAY,32ND,M,,,BROADWAY @ 32ND,24 HOURS,METRO,1, 1296407026456,
-85.7798546120352,38.2487137922036,278,MPW004430,SIG004430,BROADWAY,17TH,S,US 150,1.192,BROADWAY @ 17TH,24 HOURS,KYTC,1, 1300807025897,
-85.778212091557,38.2484850327365,279,MPW004545,SIG004545,BROADWAY,16TH,S,US 150,1.283,BROADWAY @ 16TH,24 HOURS,KYTC,1, 1302007026007,
-85.7699438129221,38.2473356077927,280,MPW005047,SIG005047,BROADWAY,11TH,S,US 150,1.72,BROADWAY @ 11TH,24 HOURS,KYTC,1, 1305307021899,
-85.7620258640312,38.2445582994401,281,MPW005545,SIG005545,6TH,YORK,M,,,6TH @ YORK,24 HOURS,METRO,1, 1312560097433,
-85.7554066664285,38.2438236788525,282,MPW005826,SIG005826,2ND,YORK,S,KY-1020,11.996,2ND @ YORK,24 HOURS,KYTC,1, 1315258727433,
-85.7886095592434,38.2373111042064,283,MPW003859,SIG003859,OAK,DR W J HODGE,S,US-31W,18.83,OAK @ DR W J HODGE,24 HOURS,KYTC,1, 1333447196574,
-85.7565944730915,38.2370605133843,284,MPW005782,SIG005782,ST CATHERINE,2ND,S,KY-1020,11.507,ST CATHERINE @ 2ND,24 HOURS,KYTC,1, 1336657865872,
-85.7830200715731,38.2360179521276,285,MPW004209,SIG004209,DUMESNIL,17TH,M,,,DUMESNIL @ 17TH,24 HOURS,METRO,1, 1339416985897,
-85.7586713611574,38.2348733275766,286,MPW005690,SIG005690,OAK,3RD,S,KY-1020,11.316,OAK @ 3RD,24 HOURS,KYTC,1, 1344647196438,
-85.7536788293809,38.2344181476092,287,MPW005871,SIG005871,BROOK,OAK,M,,,BROOK @ OAK,24 HOURS,METRO,1, 1346307074718,
-85.7516602390164,38.2342314530955,288,MPW005967,SIG005967,FLOYD,OAK,M,,,FLOYD @ OAK,24 HOURS,METRO,1, 1346922544718,
-85.7607074253923,38.2328637724974,289,MPW005597,SIG005597,4TH,ORMSBY,M,,,4TH @ ORMSBY,24 HOURS,METRO,1, 1352223054803,
-85.754165550806,38.2316704823849,290,MPW005858,SIG005858,BROOK,ORMSBY,M,,,BROOK @ ORMSBY,24 HOURS,METRO,1, 1357807074802,
-85.7690043241186,38.2267679776952,291,MPW005086,SIG005086,HILL,7TH,M,,,HILL @ 7TH,24 HOURS,METRO,1, 1372329345899,
-85.8052335502682,38.2240742440388,292,MPW002931,SIG002931,ALGONQUIN,BEECH,S,KY-2054,0.95,ALGONQUIN @ BEECH,24 HOURS,KYTC,1, 1380800610458,
-85.7925095350627,38.2231697781913,293,MPW003602,SIG003602,ALGONQUIN,DIXIE,S,KY-2054,1.64,ALGONQUIN @ DIXIE,24 HOURS,KYTC,1, 1385800611612,
-85.7590591608645,38.2230357056341,294,MPW005669,SIG005669,LEE,2ND,S,KY-1020,10.513,LEE @ 2ND,24 HOURS,KYTC,1, 1389037975872,
-85.7106760575471,38.2229777090516,295,MPW007511,SIG007511,NEWBURG,SPEED,S,KY-1703,4.287,NEWBURG @ SPEED,24 HOURS,KYTC,1, 1392245526082,
-85.6774213085551,38.2178132766064,296,MPW008997,SIG008997,BARDSTOWN,TYLER,S,US-31E,12.593,BARDSTOWN @ TYLER,24 HOURS,KYTC,1, 1412803846596,
-85.7829267045615,38.2148256014913,297,MPW004191,SIG004191,CENTRAL,7TH STREET,S,KY-1931,10.04,CENTRAL @ 7TH STREET,24 HOURS,KYTC,1, 1418310415900,
-85.8105045508988,38.2376556562904,298,MPW002721,SIG002721,LOUIS COLEMAN JR,DUMESNIL,M,,,LOUIS COLEMAN JR @ DUMESNIL,24 HOURS,METRO,1,28198E9851698,
